time,energy_cashflow,energy_generation_costs,heat,power,simulation,unit
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NIEDERAUSSEM E
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NEURATH A
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NEURATH A
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NEURATH B
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NEURATH B
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NEURATH C
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NEURATH C
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,FRIMMERSDORF Q
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,FRIMMERSDORF Q
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WEISWEILER E
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WEISWEILER E
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,FRIMMERSDORF P
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,FRIMMERSDORF P
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NIEDERAUSSEM D
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NIEDERAUSSEM D
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WEISWEILER F
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WEISWEILER F
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,FRECHEN WACHTBERG
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,FRECHEN WACHTBERG
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WESTFALEN E
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WESTFALEN E
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,IBBENBUEREN B NO 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,IBBENBUEREN B NO 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK K
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK K
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN D
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN D
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,DORMAGEN RWE
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,DORMAGEN RWE
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN B
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN B
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN C
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,EMSLAND LINGEN C
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK F
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK F
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK G
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK G
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW HOECHST BUSINESS PARK
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW HOECHST BUSINESS PARK
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW WEISWEILER VGT BLOCK G
2019-01-01 01:00:00,,6086.9,0,70,germany_op_base_case_2019,KW WEISWEILER VGT BLOCK G
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW WEISWEILER VGT BLOCK H
2019-01-01 01:00:00,,6086.9,0,70,germany_op_base_case_2019,KW WEISWEILER VGT BLOCK H
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK I GT
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GERSTEINWERK BLOCK I GT
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,BREMEN HAFEN 6
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,BREMEN HAFEN 6
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,BREMEN HASTEDT 15
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,BREMEN HASTEDT 15
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW BREMEN MITTELSBUEREN BLOCK 5 GUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW BREMEN MITTELSBUEREN BLOCK 5 GUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW MITTELSBUEREN BLOCK 4
2019-01-01 01:00:00,,13141,0,150,germany_op_base_case_2019,KW MITTELSBUEREN BLOCK 4
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW BREMEN HASTEDT 14
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW BREMEN HASTEDT 14
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,MITTELSBUEREN GT 3
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,MITTELSBUEREN GT 3
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HALLE TROTHA
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HALLE TROTHA
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW HALLE DIESELSTRASSE BLOCK 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW HALLE DIESELSTRASSE BLOCK 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW HALLE DIESELSTRASSE BLOCK 2
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW HALLE DIESELSTRASSE BLOCK 2
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,FREIBURG WVK
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,FREIBURG WVK
2019-01-01 00:00:00,,0,,0,germany_op_base_case_2019,demand_EOM
2019-01-01 01:00:00,,1.2496e+08,,-41654,germany_op_base_case_2019,demand_EOM
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW FRANKFURT ODER AM HOHEN FELD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW FRANKFURT ODER AM HOHEN FELD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW SUD SAARBRUECKEN
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW SUD SAARBRUECKEN
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW LEIPZIG NORD GUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW LEIPZIG NORD GUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW OBERNBURG GT1
2019-01-01 01:00:00,,5811.4,0,64,germany_op_base_case_2019,KW OBERNBURG GT1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,UPM SCHONGAU
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,UPM SCHONGAU
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW DRESDEN NOSSENER BRUECKE
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW DRESDEN NOSSENER BRUECKE
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW SANDREUTH 1 NUERNBERG
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW SANDREUTH 1 NUERNBERG
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW SANDREUTH 2 NUERNBERG
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW SANDREUTH 2 NUERNBERG
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW OFFENBACH 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW OFFENBACH 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW HILTROP BOCHUM
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW HILTROP BOCHUM
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN MITTE
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN MITTE
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN SUED
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN SUED
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN NORD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW BASF LUDWIGSHAFEN NORD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,SCHWERIN SUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,SCHWERIN SUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW SCHWERIN LANKOW
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW SCHWERIN LANKOW
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW UNTERBREIZBACH
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW UNTERBREIZBACH
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW ZIELITZ
2019-01-01 01:00:00,,4180.8,0,52,germany_op_base_case_2019,KW ZIELITZ
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KKW ISAR 2
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KKW ISAR 2
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KKW BROKDORF
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KKW BROKDORF
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KKW GROHNDE
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KKW GROHNDE
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,SCHKOPAU II A
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,SCHKOPAU II A
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,SCHKOPAU II B
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,SCHKOPAU II B
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HEYDEN 4
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HEYDEN 4
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN C
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN C
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN A
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN A
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,STAUDINGER 5
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,STAUDINGER 5
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,SCHOLVEN C
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,SCHOLVEN C
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,SCHOLVEN B
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,SCHOLVEN B
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KIEL A
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KIEL A
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,FERNWAERMEKRAFTWERK BUER
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,FERNWAERMEKRAFTWERK BUER
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,IRSCHING 5
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,IRSCHING 5
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,IRSCHING 4
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,IRSCHING 4
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW JENA SUED
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW JENA SUED
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KIRCHMOESER
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KIRCHMOESER
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW KIRCHLENGERN
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW KIRCHLENGERN
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW PLATTLING DAIMLER AG
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW PLATTLING DAIMLER AG
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW GRENZACH WYHLEN 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW GRENZACH WYHLEN 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW STAUDINGER 4
2019-01-01 01:00:00,,63677,0,622,germany_op_base_case_2019,KW STAUDINGER 4
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NUERNBERG FRANKEN 1
2019-01-01 01:00:00,,39643,0,440,germany_op_base_case_2019,NUERNBERG FRANKEN 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,IRSCHING 3
2019-01-01 01:00:00,,12914,0,122.75,germany_op_base_case_2019,IRSCHING 3
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW HUNTORF CAES GT
2019-01-01 01:00:00,,33564,0,321,germany_op_base_case_2019,KW HUNTORF CAES GT
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,INGOLSTADT 3
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,INGOLSTADT 3
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,INGOLSTADT 4
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,INGOLSTADT 4
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,MARIENEHE 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,MARIENEHE 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN GT 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,WILHELMSHAVEN GT 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,NUERNBERG FRANKEN I GT 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,NUERNBERG FRANKEN I GT 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK FORTUNA GUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK FORTUNA GUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK EMIL GUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK EMIL GUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK ANTON GUD
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,KW LAUSWARD BLOCK ANTON GUD
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,MAINZ III
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,MAINZ III
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW MAINZ II GT
2019-01-01 01:00:00,,7557.6,0,94,germany_op_base_case_2019,KW MAINZ II GT
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,HKW ELTMANN
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,HKW ELTMANN
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GUD MUENSTER HAFEN
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GUD MUENSTER HAFEN
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GUD BITTERFELD ENVIA
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GUD BITTERFELD ENVIA
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,WOLFEN ENVIA
2019-01-01 01:00:00,,3622.7,0,40,germany_op_base_case_2019,WOLFEN ENVIA
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 2
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 2
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 3
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GROSSKAYNA GT 3
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GUD HUERTH KNAPSACK 1
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GUD HUERTH KNAPSACK 1
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,GUD HUERTH KNAPSACK 2
2019-01-01 01:00:00,,0,0,0,germany_op_base_case_2019,GUD HUERTH KNAPSACK 2
2019-01-01 00:00:00,,0,0,0,germany_op_base_case_2019,KW LANDESBERGEN GT
2019-01-01 01:00:00,,5292.6,0,56,germany_op_base_case_2019,KW LANDESBERGEN GT
